hour,DE11,DE12,DE13,DE14,DE21,DE22,DE23,DE24,DE25,DE26,DE27,DE30,DE40,DE50,DE60,DE71,DE72,DE73,DE80,DE91,DE92,DE93,DE94,DEA1,DEA2,DEA3,DEA4,DEA5,DEB1,DEB2,DEB3,DEC0,DED2,DED4,DED5,DEE0,DEF0,DEG0
28,1.488633866,1.514006785,1.514006785,1.488633866,1.488633866,1.488633866,1.719086113,1.719086113,1.488633866,1.488633866,1.488633866,1.418979537,1.418979537,1.551438509,1.550102401,1.583940006,1.719086113,1.5969792,1.418979537,1.550102401,1.550102401,1.550102401,1.551438509,1.583940006,1.583940006,1.583940006,1.5969792,1.583940006,1.583940006,1.514006785,1.583940006,1.583940006,1.418979537,1.418979537,1.418979537,1.418979537,1.550102401,1.37824894
29,1.496881145,1.533232268,1.533232268,1.496881145,1.496881145,1.496881145,1.728531641,1.728531641,1.496881145,1.496881145,1.496881145,1.40728465,1.40728465,1.556256641,1.588962907,1.608689068,1.728531641,1.605802289,1.40728465,1.588962907,1.588962907,1.588962907,1.556256641,1.608689068,1.608689068,1.608689068,1.605802289,1.608689068,1.608689068,1.533232268,1.608689068,1.608689068,1.40728465,1.40728465,1.40728465,1.40728465,1.588962907,1.316072296
30,1.501004784,1.533232268,1.533232268,1.501004784,1.501004784,1.501004784,1.704917821,1.704917821,1.501004784,1.501004784,1.501004784,1.395589764,1.395589764,1.575529169,1.563055903,1.623538506,1.704917821,1.605802289,1.395589764,1.563055903,1.563055903,1.563055903,1.575529169,1.623538506,1.623538506,1.623538506,1.605802289,1.623538506,1.623538506,1.533232268,1.623538506,1.623538506,1.395589764,1.395589764,1.395589764,1.395589764,1.563055903,1.300528135
31,1.501004784,1.533232268,1.533232268,1.501004784,1.501004784,1.501004784,1.700195057,1.700195057,1.501004784,1.501004784,1.501004784,1.395589764,1.395589764,1.589983566,1.515559729,1.658187193,1.700195057,1.58815611,1.395589764,1.515559729,1.515559729,1.515559729,1.589983566,1.658187193,1.658187193,1.658187193,1.58815611,1.658187193,1.658187193,1.533232268,1.658187193,1.658187193,1.395589764,1.395589764,1.395589764,1.395589764,1.515559729,1.2746212
32,1.505128424,1.504394043,1.504394043,1.505128424,1.505128424,1.505128424,1.704917821,1.704917821,1.505128424,1.505128424,1.505128424,1.391691469,1.391691469,1.585165434,1.502606227,1.682936256,1.704917821,1.583744566,1.391691469,1.502606227,1.502606227,1.502606227,1.585165434,1.682936256,1.682936256,1.682936256,1.583744566,1.682936256,1.682936256,1.504394043,1.682936256,1.682936256,1.391691469,1.391691469,1.391691469,1.391691469,1.502606227,1.352342005
33,1.513375703,1.533232268,1.533232268,1.513375703,1.513375703,1.513375703,1.723808877,1.723808877,1.513375703,1.513375703,1.513375703,1.395589764,1.395589764,1.589983566,1.515559729,1.682936256,1.723808877,1.579333021,1.395589764,1.515559729,1.515559729,1.515559729,1.589983566,1.682936256,1.682936256,1.682936256,1.579333021,1.682936256,1.682936256,1.533232268,1.682936256,1.682936256,1.395589764,1.395589764,1.395589764,1.395589764,1.515559729,1.336797844
34,1.513375703,1.465943077,1.465943077,1.513375703,1.513375703,1.513375703,1.700195057,1.700195057,1.513375703,1.513375703,1.513375703,1.391691469,1.391691469,1.575529169,1.481017057,1.677986443,1.700195057,1.579333021,1.391691469,1.481017057,1.481017057,1.481017057,1.575529169,1.677986443,1.677986443,1.677986443,1.579333021,1.677986443,1.677986443,1.465943077,1.677986443,1.677986443,1.391691469,1.391691469,1.391691469,1.391691469,1.481017057,1.32643507
35,1.501004784,1.470749448,1.470749448,1.501004784,1.501004784,1.501004784,1.65769018,1.65769018,1.501004784,1.501004784,1.501004784,1.383894878,1.383894878,1.532165981,1.437838717,1.653237381,1.65769018,1.566098387,1.383894878,1.437838717,1.437838717,1.437838717,1.532165981,1.653237381,1.653237381,1.653237381,1.566098387,1.653237381,1.653237381,1.470749448,1.653237381,1.653237381,1.383894878,1.383894878,1.383894878,1.383894878,1.437838717,1.331616457
36,1.492757505,1.465943077,1.465943077,1.492757505,1.492757505,1.492757505,1.61046254,1.61046254,1.492757505,1.492757505,1.492757505,1.376098287,1.376098287,1.474348397,1.416249547,1.608689068,1.61046254,1.548452208,1.376098287,1.416249547,1.416249547,1.416249547,1.474348397,1.608689068,1.608689068,1.608689068,1.548452208,1.608689068,1.608689068,1.465943077,1.608689068,1.608689068,1.376098287,1.376098287,1.376098287,1.376098287,1.416249547,1.295346748
37,1.501004784,1.475555819,1.475555819,1.501004784,1.501004784,1.501004784,1.591571484,1.591571484,1.501004784,1.501004784,1.501004784,1.364403401,1.364403401,1.479166529,1.398978211,1.569090568,1.591571484,1.508748305,1.364403401,1.398978211,1.398978211,1.398978211,1.479166529,1.569090568,1.569090568,1.569090568,1.508748305,1.569090568,1.569090568,1.475555819,1.569090568,1.569090568,1.364403401,1.364403401,1.364403401,1.364403401,1.398978211,1.186537621
38,1.501004784,1.470749448,1.470749448,1.501004784,1.501004784,1.501004784,1.61046254,1.61046254,1.501004784,1.501004784,1.501004784,1.368301696,1.368301696,1.459894001,1.394660377,1.613638881,1.61046254,1.495513671,1.368301696,1.394660377,1.394660377,1.394660377,1.459894001,1.613638881,1.613638881,1.613638881,1.495513671,1.613638881,1.613638881,1.470749448,1.613638881,1.613638881,1.368301696,1.368301696,1.368301696,1.368301696,1.394660377,1.181356234
39,1.501004784,1.470749448,1.470749448,1.501004784,1.501004784,1.501004784,1.601017012,1.601017012,1.501004784,1.501004784,1.501004784,1.372199991,1.372199991,1.469530265,1.403296045,1.618588693,1.601017012,1.508748305,1.372199991,1.403296045,1.403296045,1.403296045,1.469530265,1.618588693,1.618588693,1.618588693,1.508748305,1.618588693,1.618588693,1.470749448,1.618588693,1.618588693,1.372199991,1.372199991,1.372199991,1.372199991,1.403296045,1.150267912
40,1.513375703,1.461136707,1.461136707,1.513375703,1.513375703,1.513375703,1.605739776,1.605739776,1.513375703,1.513375703,1.513375703,1.387793173,1.387793173,1.469530265,1.437838717,1.643337756,1.605739776,1.517571394,1.387793173,1.437838717,1.437838717,1.437838717,1.469530265,1.643337756,1.643337756,1.643337756,1.517571394,1.643337756,1.643337756,1.461136707,1.643337756,1.643337756,1.387793173,1.387793173,1.387793173,1.387793173,1.437838717,1.160630686
41,1.525746621,1.489974931,1.489974931,1.525746621,1.525746621,1.525746621,1.629353596,1.629353596,1.525746621,1.525746621,1.525746621,1.395589764,1.395589764,1.488802793,1.433520883,1.673036631,1.629353596,1.530806029,1.395589764,1.433520883,1.433520883,1.433520883,1.488802793,1.673036631,1.673036631,1.673036631,1.530806029,1.673036631,1.673036631,1.489974931,1.673036631,1.673036631,1.395589764,1.395589764,1.395589764,1.395589764,1.433520883,1.227988717
42,1.525746621,1.475555819,1.475555819,1.525746621,1.525746621,1.525746621,1.638799124,1.638799124,1.525746621,1.525746621,1.525746621,1.403386355,1.403386355,1.498439057,1.446474385,1.682936256,1.638799124,1.544040663,1.403386355,1.446474385,1.446474385,1.446474385,1.498439057,1.682936256,1.682936256,1.682936256,1.544040663,1.682936256,1.682936256,1.475555819,1.682936256,1.682936256,1.403386355,1.403386355,1.403386355,1.403386355,1.446474385,1.212444556
43,1.5339939,1.461136707,1.461136707,1.5339939,1.5339939,1.5339939,1.638799124,1.638799124,1.5339939,1.5339939,1.5339939,1.418979537,1.418979537,1.508075321,1.455110053,1.687886068,1.638799124,1.548452208,1.418979537,1.455110053,1.455110053,1.455110053,1.508075321,1.687886068,1.687886068,1.687886068,1.548452208,1.687886068,1.687886068,1.461136707,1.687886068,1.687886068,1.418979537,1.418979537,1.418979537,1.418979537,1.455110053,1.243532878
44,1.554612098,1.465943077,1.465943077,1.554612098,1.554612098,1.554612098,1.624630832,1.624630832,1.554612098,1.554612098,1.554612098,1.446267605,1.446267605,1.508075321,1.459427887,1.692835881,1.624630832,1.539629118,1.446267605,1.459427887,1.459427887,1.459427887,1.508075321,1.692835881,1.692835881,1.692835881,1.539629118,1.692835881,1.692835881,1.465943077,1.692835881,1.692835881,1.446267605,1.446267605,1.446267605,1.446267605,1.459427887,1.264258426
45,1.628837609,1.489974931,1.489974931,1.628837609,1.628837609,1.628837609,1.61046254,1.61046254,1.628837609,1.628837609,1.628837609,1.465759082,1.465759082,1.488802793,1.463745721,1.692835881,1.61046254,1.530806029,1.465759082,1.463745721,1.463745721,1.463745721,1.488802793,1.692835881,1.692835881,1.692835881,1.530806029,1.692835881,1.692835881,1.489974931,1.692835881,1.692835881,1.465759082,1.465759082,1.465759082,1.465759082,1.463745721,1.290165361
46,1.670074004,1.499587673,1.499587673,1.670074004,1.670074004,1.670074004,1.619908068,1.619908068,1.670074004,1.670074004,1.670074004,1.485250559,1.485250559,1.488802793,1.468063555,1.697785693,1.619908068,1.539629118,1.485250559,1.468063555,1.468063555,1.468063555,1.488802793,1.697785693,1.697785693,1.697785693,1.539629118,1.697785693,1.697785693,1.499587673,1.697785693,1.697785693,1.485250559,1.485250559,1.485250559,1.485250559,1.468063555,1.279802587
47,1.690692202,1.518813156,1.518813156,1.690692202,1.690692202,1.690692202,1.624630832,1.624630832,1.690692202,1.690692202,1.690692202,1.504742036,1.504742036,1.488802793,1.481017057,1.697785693,1.624630832,1.526394484,1.504742036,1.481017057,1.481017057,1.481017057,1.488802793,1.697785693,1.697785693,1.697785693,1.526394484,1.697785693,1.697785693,1.518813156,1.697785693,1.697785693,1.504742036,1.504742036,1.504742036,1.504742036,1.481017057,1.22280733
48,1.78965955,1.528425897,1.528425897,1.78965955,1.78965955,1.78965955,1.629353596,1.629353596,1.78965955,1.78965955,1.78965955,1.528131809,1.528131809,1.498439057,1.481017057,1.697785693,1.629353596,1.521982939,1.528131809,1.481017057,1.481017057,1.481017057,1.498439057,1.697785693,1.697785693,1.697785693,1.521982939,1.697785693,1.697785693,1.528425897,1.697785693,1.697785693,1.528131809,1.528131809,1.528131809,1.528131809,1.481017057,1.253895652
49,1.70718676,1.528425897,1.528425897,1.70718676,1.70718676,1.70718676,1.629353596,1.629353596,1.70718676,1.70718676,1.70718676,1.539826695,1.539826695,1.508075321,1.472381389,1.717584944,1.629353596,1.521982939,1.539826695,1.472381389,1.472381389,1.472381389,1.508075321,1.717584944,1.717584944,1.717584944,1.521982939,1.717584944,1.717584944,1.528425897,1.717584944,1.717584944,1.539826695,1.539826695,1.539826695,1.539826695,1.472381389,1.295346748
50,1.711310399,1.528425897,1.528425897,1.711310399,1.711310399,1.711310399,1.65769018,1.65769018,1.711310399,1.711310399,1.711310399,1.54372499,1.54372499,1.512893453,1.481017057,1.732434381,1.65769018,1.521982939,1.54372499,1.481017057,1.481017057,1.481017057,1.512893453,1.732434381,1.732434381,1.732434381,1.521982939,1.732434381,1.732434381,1.528425897,1.732434381,1.732434381,1.54372499,1.54372499,1.54372499,1.54372499,1.481017057,1.305709522
51,1.781412271,1.542845009,1.542845009,1.781412271,1.781412271,1.781412271,1.662412944,1.662412944,1.781412271,1.781412271,1.781412271,1.54372499,1.54372499,1.517711585,1.481017057,1.722534756,1.662412944,1.521982939,1.54372499,1.481017057,1.481017057,1.481017057,1.517711585,1.722534756,1.722534756,1.722534756,1.521982939,1.722534756,1.722534756,1.542845009,1.722534756,1.722534756,1.54372499,1.54372499,1.54372499,1.54372499,1.481017057,1.290165361
52,1.892750538,1.542845009,1.542845009,1.892750538,1.892750538,1.892750538,1.652967416,1.652967416,1.892750538,1.892750538,1.892750538,1.547623286,1.547623286,1.512893453,1.489652725,1.727484569,1.652967416,1.521982939,1.547623286,1.489652725,1.489652725,1.489652725,1.512893453,1.727484569,1.727484569,1.727484569,1.521982939,1.727484569,1.727484569,1.542845009,1.727484569,1.727484569,1.547623286,1.547623286,1.547623286,1.547623286,1.489652725,1.233170104
53,1.851514143,1.566876863,1.566876863,1.851514143,1.851514143,1.851514143,1.648244652,1.648244652,1.851514143,1.851514143,1.851514143,1.551521581,1.551521581,1.527347849,1.489652725,1.668086818,1.648244652,1.530806029,1.551521581,1.489652725,1.489652725,1.489652725,1.527347849,1.668086818,1.668086818,1.668086818,1.530806029,1.668086818,1.668086818,1.566876863,1.668086818,1.668086818,1.551521581,1.551521581,1.551521581,1.551521581,1.489652725,1.22280733
54,1.806154108,1.566876863,1.566876863,1.806154108,1.806154108,1.806154108,1.65769018,1.65769018,1.806154108,1.806154108,1.806154108,1.559318172,1.559318172,1.527347849,1.498288393,1.668086818,1.65769018,1.557275297,1.559318172,1.498288393,1.498288393,1.498288393,1.527347849,1.668086818,1.668086818,1.668086818,1.557275297,1.668086818,1.668086818,1.566876863,1.668086818,1.668086818,1.559318172,1.559318172,1.559318172,1.559318172,1.498288393,1.227988717
55,1.777288632,1.562070492,1.562070492,1.777288632,1.777288632,1.777288632,1.662412944,1.662412944,1.777288632,1.777288632,1.777288632,1.563216468,1.563216468,1.532165981,1.502606227,1.673036631,1.662412944,1.583744566,1.563216468,1.502606227,1.502606227,1.502606227,1.532165981,1.673036631,1.673036631,1.673036631,1.583744566,1.673036631,1.673036631,1.562070492,1.673036631,1.673036631,1.563216468,1.563216468,1.563216468,1.563216468,1.502606227,1.22280733
56,1.744299516,1.566876863,1.566876863,1.744299516,1.744299516,1.744299516,1.671858472,1.671858472,1.744299516,1.744299516,1.744299516,1.563216468,1.563216468,1.536984113,1.493970559,1.673036631,1.671858472,1.619036924,1.563216468,1.493970559,1.493970559,1.493970559,1.536984113,1.673036631,1.673036631,1.673036631,1.619036924,1.673036631,1.673036631,1.566876863,1.673036631,1.673036631,1.563216468,1.563216468,1.563216468,1.563216468,1.493970559,1.212444556
57,1.731928597,1.571683234,1.571683234,1.731928597,1.731928597,1.731928597,1.681304,1.681304,1.731928597,1.731928597,1.731928597,1.559318172,1.559318172,1.551438509,1.489652725,1.673036631,1.681304,1.627860013,1.559318172,1.489652725,1.489652725,1.489652725,1.551438509,1.673036631,1.673036631,1.673036631,1.627860013,1.673036631,1.673036631,1.571683234,1.673036631,1.673036631,1.559318172,1.559318172,1.559318172,1.559318172,1.489652725,1.196900395
58,1.694815841,1.557264122,1.557264122,1.694815841,1.694815841,1.694815841,1.695472293,1.695472293,1.694815841,1.694815841,1.694815841,1.555419877,1.555419877,1.561074773,1.481017057,1.658187193,1.695472293,1.579333021,1.555419877,1.481017057,1.481017057,1.481017057,1.561074773,1.658187193,1.658187193,1.658187193,1.579333021,1.658187193,1.658187193,1.557264122,1.658187193,1.658187193,1.555419877,1.555419877,1.555419877,1.555419877,1.481017057,1.191719008
59,1.670074004,1.533232268,1.533232268,1.670074004,1.670074004,1.670074004,1.700195057,1.700195057,1.670074004,1.670074004,1.670074004,1.559318172,1.559318172,1.517711585,1.455110053,1.648287568,1.700195057,1.552863752,1.559318172,1.455110053,1.455110053,1.455110053,1.517711585,1.648287568,1.648287568,1.648287568,1.552863752,1.648287568,1.648287568,1.533232268,1.648287568,1.648287568,1.559318172,1.559318172,1.559318172,1.559318172,1.455110053,1.202081782
60,1.608219412,1.504394043,1.504394043,1.608219412,1.608219412,1.608219412,1.695472293,1.695472293,1.608219412,1.608219412,1.608219412,1.555419877,1.555419877,1.517711585,1.437838717,1.653237381,1.695472293,1.530806029,1.555419877,1.437838717,1.437838717,1.437838717,1.517711585,1.653237381,1.653237381,1.653237381,1.530806029,1.653237381,1.653237381,1.504394043,1.653237381,1.653237381,1.555419877,1.555419877,1.555419877,1.555419877,1.437838717,1.11917959
61,1.554612098,1.475555819,1.475555819,1.554612098,1.554612098,1.554612098,1.671858472,1.671858472,1.554612098,1.554612098,1.554612098,1.551521581,1.551521581,1.512893453,1.420567381,1.677986443,1.671858472,1.521982939,1.551521581,1.420567381,1.420567381,1.420567381,1.512893453,1.677986443,1.677986443,1.677986443,1.521982939,1.677986443,1.677986443,1.475555819,1.677986443,1.677986443,1.551521581,1.551521581,1.551521581,1.551521581,1.420567381,1.134723751
62,1.5339939,1.470749448,1.470749448,1.5339939,1.5339939,1.5339939,1.662412944,1.662412944,1.5339939,1.5339939,1.5339939,1.54372499,1.54372499,1.512893453,1.420567381,1.677986443,1.662412944,1.521982939,1.54372499,1.420567381,1.420567381,1.420567381,1.512893453,1.677986443,1.677986443,1.677986443,1.521982939,1.677986443,1.677986443,1.470749448,1.677986443,1.677986443,1.54372499,1.54372499,1.54372499,1.54372499,1.420567381,1.160630686
63,1.525746621,1.48516856,1.48516856,1.525746621,1.525746621,1.525746621,1.667135708,1.667135708,1.525746621,1.525746621,1.525746621,1.539826695,1.539826695,1.517711585,1.433520883,1.682936256,1.667135708,1.517571394,1.539826695,1.433520883,1.433520883,1.433520883,1.517711585,1.682936256,1.682936256,1.682936256,1.517571394,1.682936256,1.682936256,1.48516856,1.682936256,1.682936256,1.539826695,1.539826695,1.539826695,1.539826695,1.433520883,1.176174847
64,1.53811754,1.538038639,1.538038639,1.53811754,1.53811754,1.53811754,1.671858472,1.671858472,1.53811754,1.53811754,1.53811754,1.5359284,1.5359284,1.536984113,1.442156551,1.697785693,1.671858472,1.548452208,1.5359284,1.442156551,1.442156551,1.442156551,1.536984113,1.697785693,1.697785693,1.697785693,1.548452208,1.697785693,1.697785693,1.538038639,1.697785693,1.697785693,1.5359284,1.5359284,1.5359284,1.5359284,1.442156551,1.202081782
65,1.554612098,1.571683234,1.571683234,1.554612098,1.554612098,1.554612098,1.742699933,1.742699933,1.554612098,1.554612098,1.554612098,1.524233513,1.524233513,1.551438509,1.446474385,1.702735506,1.742699933,1.583744566,1.524233513,1.446474385,1.446474385,1.446474385,1.551438509,1.702735506,1.702735506,1.702735506,1.583744566,1.702735506,1.702735506,1.571683234,1.702735506,1.702735506,1.524233513,1.524233513,1.524233513,1.524233513,1.446474385,1.238351491
66,1.566983016,1.605327829,1.605327829,1.566983016,1.566983016,1.566983016,1.747422697,1.747422697,1.566983016,1.566983016,1.566983016,1.528131809,1.528131809,1.556256641,1.455110053,1.712635131,1.747422697,1.5969792,1.528131809,1.455110053,1.455110053,1.455110053,1.556256641,1.712635131,1.712635131,1.712635131,1.5969792,1.712635131,1.712635131,1.605327829,1.712635131,1.712635131,1.528131809,1.528131809,1.528131809,1.528131809,1.455110053,1.269439813
67,1.587601214,1.6101342,1.6101342,1.587601214,1.587601214,1.587601214,1.747422697,1.747422697,1.587601214,1.587601214,1.587601214,1.539826695,1.539826695,1.551438509,1.455110053,1.717584944,1.747422697,1.614625379,1.539826695,1.455110053,1.455110053,1.455110053,1.551438509,1.717584944,1.717584944,1.717584944,1.614625379,1.717584944,1.717584944,1.6101342,1.717584944,1.717584944,1.539826695,1.539826695,1.539826695,1.539826695,1.455110053,1.269439813
68,1.599972132,1.586102346,1.586102346,1.599972132,1.599972132,1.599972132,1.737977169,1.737977169,1.599972132,1.599972132,1.599972132,1.547623286,1.547623286,1.561074773,1.455110053,1.712635131,1.737977169,1.658740826,1.547623286,1.455110053,1.455110053,1.455110053,1.561074773,1.712635131,1.712635131,1.712635131,1.658740826,1.712635131,1.712635131,1.586102346,1.712635131,1.712635131,1.547623286,1.547623286,1.547623286,1.547623286,1.455110053,1.269439813
69,1.616466691,1.566876863,1.566876863,1.616466691,1.616466691,1.616466691,1.756868225,1.756868225,1.616466691,1.616466691,1.616466691,1.54372499,1.54372499,1.565892905,1.463745721,1.712635131,1.756868225,1.694033184,1.54372499,1.463745721,1.463745721,1.463745721,1.565892905,1.712635131,1.712635131,1.712635131,1.694033184,1.712635131,1.712635131,1.566876863,1.712635131,1.712635131,1.54372499,1.54372499,1.54372499,1.54372499,1.463745721,1.347160618
70,1.612343051,1.586102346,1.586102346,1.612343051,1.612343051,1.612343051,1.752145461,1.752145461,1.612343051,1.612343051,1.612343051,1.547623286,1.547623286,1.580347302,1.476699223,1.712635131,1.752145461,1.716090908,1.547623286,1.476699223,1.476699223,1.476699223,1.580347302,1.712635131,1.712635131,1.712635131,1.716090908,1.712635131,1.712635131,1.586102346,1.712635131,1.712635131,1.547623286,1.547623286,1.547623286,1.547623286,1.476699223,1.316072296
71,1.628837609,1.605327829,1.605327829,1.628837609,1.628837609,1.628837609,1.804095866,1.804095866,1.628837609,1.628837609,1.628837609,1.559318172,1.559318172,1.585165434,1.481017057,1.722534756,1.804095866,1.676387005,1.559318172,1.481017057,1.481017057,1.481017057,1.585165434,1.722534756,1.722534756,1.722534756,1.676387005,1.722534756,1.722534756,1.605327829,1.722534756,1.722534756,1.559318172,1.559318172,1.559318172,1.559318172,1.481017057,1.347160618
72,1.641208528,1.667810649,1.667810649,1.641208528,1.641208528,1.641208528,1.818264158,1.818264158,1.641208528,1.641208528,1.641208528,1.571013058,1.571013058,1.594801698,1.498288393,1.727484569,1.818264158,1.654329282,1.571013058,1.498288393,1.498288393,1.498288393,1.594801698,1.727484569,1.727484569,1.727484569,1.654329282,1.727484569,1.727484569,1.667810649,1.727484569,1.727484569,1.571013058,1.571013058,1.571013058,1.571013058,1.498288393,1.347160618
73,1.637084888,1.682229761,1.682229761,1.637084888,1.637084888,1.637084888,1.813541394,1.813541394,1.637084888,1.637084888,1.637084888,1.606097717,1.606097717,1.59961983,1.506924061,1.737384194,1.813541394,1.663152371,1.606097717,1.506924061,1.506924061,1.506924061,1.59961983,1.737384194,1.737384194,1.737384194,1.663152371,1.737384194,1.737384194,1.682229761,1.737384194,1.737384194,1.606097717,1.606097717,1.606097717,1.606097717,1.506924061,1.373067553
74,1.637084888,1.706261615,1.706261615,1.637084888,1.637084888,1.637084888,1.818264158,1.818264158,1.637084888,1.637084888,1.637084888,1.617792604,1.617792604,1.657437414,1.511241895,1.727484569,1.818264158,1.658740826,1.617792604,1.511241895,1.511241895,1.511241895,1.657437414,1.727484569,1.727484569,1.727484569,1.658740826,1.727484569,1.727484569,1.706261615,1.727484569,1.727484569,1.617792604,1.617792604,1.617792604,1.617792604,1.511241895,1.435244197
75,1.637084888,1.711067985,1.711067985,1.637084888,1.637084888,1.637084888,1.756868225,1.756868225,1.637084888,1.637084888,1.637084888,1.637284081,1.637284081,1.662255546,1.524195397,1.737384194,1.756868225,1.636683103,1.637284081,1.524195397,1.524195397,1.524195397,1.662255546,1.737384194,1.737384194,1.737384194,1.636683103,1.737384194,1.737384194,1.711067985,1.737384194,1.737384194,1.637284081,1.637284081,1.637284081,1.637284081,1.524195397,1.43006281
76,1.62471397,1.735099839,1.735099839,1.62471397,1.62471397,1.62471397,1.752145461,1.752145461,1.62471397,1.62471397,1.62471397,1.660673853,1.660673853,1.667073678,1.528513231,1.737384194,1.752145461,1.623448468,1.660673853,1.528513231,1.528513231,1.528513231,1.667073678,1.737384194,1.737384194,1.737384194,1.623448468,1.737384194,1.737384194,1.735099839,1.737384194,1.737384194,1.660673853,1.660673853,1.660673853,1.660673853,1.528513231,1.435244197
77,1.62471397,1.763938064,1.763938064,1.62471397,1.62471397,1.62471397,1.747422697,1.747422697,1.62471397,1.62471397,1.62471397,1.67236874,1.67236874,1.657437414,1.532831065,1.742334006,1.747422697,1.614625379,1.67236874,1.532831065,1.532831065,1.532831065,1.657437414,1.742334006,1.742334006,1.742334006,1.614625379,1.742334006,1.742334006,1.763938064,1.742334006,1.742334006,1.67236874,1.67236874,1.67236874,1.67236874,1.532831065,1.424881423
78,1.616466691,1.778357176,1.778357176,1.616466691,1.616466691,1.616466691,1.728531641,1.728531641,1.616466691,1.616466691,1.616466691,1.684063626,1.684063626,1.642983018,1.550102401,1.737384194,1.728531641,1.592567655,1.684063626,1.550102401,1.550102401,1.550102401,1.642983018,1.737384194,1.737384194,1.737384194,1.592567655,1.737384194,1.737384194,1.778357176,1.737384194,1.737384194,1.684063626,1.684063626,1.684063626,1.684063626,1.550102401,1.424881423
79,1.616466691,1.783163547,1.783163547,1.616466691,1.616466691,1.616466691,1.714363349,1.714363349,1.616466691,1.616466691,1.616466691,1.691860217,1.691860217,1.633346754,1.580327239,1.742334006,1.714363349,1.58815611,1.691860217,1.580327239,1.580327239,1.580327239,1.633346754,1.742334006,1.742334006,1.742334006,1.58815611,1.742334006,1.742334006,1.783163547,1.742334006,1.742334006,1.691860217,1.691860217,1.691860217,1.691860217,1.580327239,1.409337262
80,1.604095772,1.8071954,1.8071954,1.604095772,1.604095772,1.604095772,1.719086113,1.719086113,1.604095772,1.604095772,1.604095772,1.699656808,1.699656808,1.633346754,1.597598575,1.732434381,1.719086113,1.583744566,1.699656808,1.597598575,1.597598575,1.597598575,1.633346754,1.732434381,1.732434381,1.732434381,1.583744566,1.732434381,1.732434381,1.8071954,1.732434381,1.732434381,1.699656808,1.699656808,1.699656808,1.699656808,1.597598575,1.388611714
81,1.608219412,1.812001771,1.812001771,1.608219412,1.608219412,1.608219412,1.704917821,1.704917821,1.608219412,1.608219412,1.608219412,1.703555103,1.703555103,1.633346754,1.606234242,1.732434381,1.704917821,1.605802289,1.703555103,1.606234242,1.606234242,1.606234242,1.633346754,1.732434381,1.732434381,1.732434381,1.605802289,1.732434381,1.732434381,1.812001771,1.732434381,1.732434381,1.703555103,1.703555103,1.703555103,1.703555103,1.606234242,1.367886166
82,1.604095772,1.749518951,1.749518951,1.604095772,1.604095772,1.604095772,1.733254405,1.733254405,1.604095772,1.604095772,1.604095772,1.691860217,1.691860217,1.618892358,1.601916409,1.727484569,1.733254405,1.5969792,1.691860217,1.601916409,1.601916409,1.601916409,1.618892358,1.727484569,1.727484569,1.727484569,1.5969792,1.727484569,1.727484569,1.749518951,1.727484569,1.727484569,1.691860217,1.691860217,1.691860217,1.691860217,1.601916409,1.341979231
83,1.595848493,1.691842502,1.691842502,1.595848493,1.595848493,1.595848493,1.704917821,1.704917821,1.595848493,1.595848493,1.595848493,1.660673853,1.660673853,1.614074226,1.584645073,1.712635131,1.704917821,1.579333021,1.660673853,1.584645073,1.584645073,1.584645073,1.614074226,1.712635131,1.712635131,1.712635131,1.579333021,1.712635131,1.712635131,1.691842502,1.712635131,1.712635131,1.660673853,1.660673853,1.660673853,1.660673853,1.584645073,1.269439813
84,1.583477574,1.638972424,1.638972424,1.583477574,1.583477574,1.583477574,1.709640585,1.709640585,1.583477574,1.583477574,1.583477574,1.645080672,1.645080672,1.609256094,1.563055903,1.692835881,1.709640585,1.579333021,1.645080672,1.563055903,1.563055903,1.563055903,1.609256094,1.692835881,1.692835881,1.692835881,1.579333021,1.692835881,1.692835881,1.638972424,1.692835881,1.692835881,1.645080672,1.645080672,1.645080672,1.645080672,1.563055903,1.227988717
85,1.579353935,1.600521458,1.600521458,1.579353935,1.579353935,1.579353935,1.676581236,1.676581236,1.579353935,1.579353935,1.579353935,1.621690899,1.621690899,1.604437962,1.558738069,1.663137006,1.676581236,1.574921476,1.621690899,1.558738069,1.558738069,1.558738069,1.604437962,1.663137006,1.663137006,1.663137006,1.574921476,1.663137006,1.663137006,1.600521458,1.663137006,1.663137006,1.621690899,1.621690899,1.621690899,1.621690899,1.558738069,1.196900395
86,1.554612098,1.576489605,1.576489605,1.554612098,1.554612098,1.554612098,1.681304,1.681304,1.554612098,1.554612098,1.554612098,1.609996013,1.609996013,1.585165434,1.550102401,1.638387943,1.681304,1.583744566,1.609996013,1.550102401,1.550102401,1.550102401,1.585165434,1.638387943,1.638387943,1.638387943,1.583744566,1.638387943,1.638387943,1.576489605,1.638387943,1.638387943,1.609996013,1.609996013,1.609996013,1.609996013,1.550102401,1.113998203
87,1.558735737,1.576489605,1.576489605,1.558735737,1.558735737,1.558735737,1.681304,1.681304,1.558735737,1.558735737,1.558735737,1.598301126,1.598301126,1.580347302,1.541466733,1.623538506,1.681304,1.592567655,1.598301126,1.541466733,1.541466733,1.541466733,1.580347302,1.623538506,1.623538506,1.623538506,1.592567655,1.623538506,1.623538506,1.576489605,1.623538506,1.623538506,1.598301126,1.598301126,1.598301126,1.598301126,1.541466733,1.093272655
